idempresa,Año,mes,idpozo,prod_pet,prod_gas,prod_agua,iny_agua,iny_gas,tef,tipoextraccion,tipoestado,tipopozo,fechaingreso,idusuario,empresa,sigla,formprod,profundidad,formacion,idareapermisoconcesion,areapermisoconcesion,idareayacimiento,areayacimiento,cuenca,provincia,coordenadax,coordenaday,tipo_de_recurso,proyecto,clasificacion,subclasificacion,sub_tipo_recurso,fecha_data
CGC,2021,7,159764,31.860,993.201,51.524,0.000,0.000,30.438,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1010(h),MAGA,2830,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.582,-5.073.092,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,158280,28.575,731.039,59.064,0.000,0.000,30.125,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-51(h),MAGA,2440,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.485,-5.078.639,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,159455,20.498,535.296,16.704,0.000,0.000,28.167,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI.a-1009,MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.060.164,-5.072.388,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/07/2021
CGC,2020,7,11191,0.000,0.000,0.000,0.000,0.000,0.000,Plunger Lift,En Estudio,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.ACI-21,MAGA,3186,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.132.707,-5.080.490.273,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/07/2020
CGC,2021,7,161336,16.710,460.060,14.436,0.000,0.000,30.156,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-100,MAGA,1426,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.808,-5.078.497,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,155278,12.501,479.108,10.136,0.000,0.000,25.667,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-49,MAGA,1552,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.396,-5.079.621,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,73672,4.616,122.088,3.969,0.000,0.000,30.583,Plunger Lift,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-28,MAGA,1650,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.605.277.777.778,-508.011.666.666.667,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/07/2021
CGC,2020,7,158381,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EaChSO.x-1,MAGA,2555,magallanes,ECHI,ESTANCIA CHIRIPA,ECHI,ESTANCIA CHIRIPA,AUSTRAL,Santa Cruz,-7.101.139,-511.163,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/07/2020
CGC,2021,7,130232,18.398,422.913,4.377,0.000,0.000,30.917,Plunger Lift,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-34 ,MAGA,1521,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.699.999,-5.078.579.999,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/07/2021
CGC,2020,7,158616,12.588,288.986,4.843,0.000,0.000,25.250,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-82(d),MAGA,1515,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.438,-5.077.271,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,157922,2.396,60.951,1.923,0.000,0.000,29.750,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.CCA.CI-42(d),MAGA,1620.5,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.347,-5.079.826,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,157730,9.202,202.352,9.258,0.000,0.000,30.792,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-63(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.016,-5.078.627,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,131663,6.943,182.209,5.559,0.000,0.000,28.750,Plunger Lift,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-36,MAGA,1518,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.609.999,-5.075.849.999,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/07/2021
CGC,2020,7,159923,6.644,212.118,18.051,0.000,0.000,10.875,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-60(h),MAGA,2885,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.061,-5.074.762,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,161273,22.123,580.113,50.932,0.000,0.000,28.167,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1024(h),MAGA,2815,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.612,-5.073.623,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,157729,9.076,345.507,7.308,0.000,0.000,30.375,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-62(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.014,-5.078.624,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,160559,21.039,379.472,36.320,0.000,0.000,30.281,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-94(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.772,-5.078.627,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,158615,7.788,324.868,13.167,0.000,0.000,26.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-81(d),MAGA,1506,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.379,-5.077.367,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,158379,28.432,718.698,45.804,0.000,0.000,30.667,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-75(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.882,-5.076.348,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,158693,17.599,649.751,31.043,0.000,0.000,22.125,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-66(h),MAGA,2900,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.632,-5.076.118,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,160876,14.965,110.900,55.786,0.000,0.000,25.521,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-96,MAGA,1605,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.068.019,-5.080.292,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,158607,10.186,356.217,6.384,0.000,0.000,25.500,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-80(d),MAGA,1513,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.378,-5.077.364,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,160567,37.573,607.558,53.274,0.000,0.000,30.323,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-95(d),MAGA,1065,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.775,-5.078.634,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,145002,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,Otras Situación Inactivo,Petrolífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SCA.EaC.a-2,SPRI,3400,springhill,PPT,PUESTO PETER,ESTC,ESTANCIA CAMPOS,AUSTRAL,Santa Cruz,-7.083.313.302,-5.085.118.532,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,,31/07/2020
CGC,2021,7,160884,19.295,512.932,16.116,0.000,0.000,30.750,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-97,MAGA,1557,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.965,-507.814,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,128055,0.124,14.173,0.262,0.000,0.000,2.542,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1001,MAGA,1560,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.543.447,-5.078.609.723,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/07/2020
CGC,2021,7,161478,27.391,607.888,491.456,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-99(h),MAGA,1518,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.072.346,-5.080.312,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,159553,15.613,324.195,9.750,0.000,0.000,19.500,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-87,MAGA,1606,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.677,-5.075.715,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,161274,40.030,1.773.070,34.698,0.000,0.000,30.979,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-98(h),MAGA,2842,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.829,-5.078.634,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,159672,12.642,792.421,95.542,0.000,0.000,28.271,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-88,MAGA,1550,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.222,-507.827,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,159671,23.027,996.075,28.758,0.000,0.000,29.708,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-91(h),MAGA,2595,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-70.696,-5.080.263,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,136233,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACD.a-2,PAIK,3669,palermo aike,CIEC,CAMPO INDIO ESTE - EL CERRITO ,DEU,CAÑADON DEUS,AUSTRAL,Santa Cruz,-711.581.111.111.111,-505.355.833.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,,31/07/2020
CGC,2021,7,158495,10.936,327.699,8.818,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-77(d),MAGA,1630,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.698,-5.077.405,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,129725,0.000,0.000,0.000,0.000,0.000,0.000,Surgencia Natural,En Estudio,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1002,MAGA,1573,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.412.023,-5.075.597.338,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/07/2020
CGC,2021,7,158945,23.422,621.234,17.994,0.000,0.000,29.938,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-83(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.143,-5.077.866,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,161757,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CLM.x-1,ANIT,2513,ANITA,TAAI,TAPI AIKE,CALM,CAMPO LA MATA,AUSTRAL,Santa Cruz,-7.113.941,-5.107.995,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/07/2020
CGC,2021,7,160351,13.266,410.516,21.486,0.000,0.000,30.042,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-92,MAGA,1497,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.068.533,-5.079.413,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,73804,24.290,305.226,23.771,0.000,0.000,30.917,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.AEC.x-1,MAGA,3655,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-711.393.333.333.333,-506.528.055.555.556,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/07/2020
CGC,2021,7,160558,9.814,269.746,7.563,0.000,0.000,25.083,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-93,MAGA,1560,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.393,-5.078.127,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,135216,14.656,152.387,20.745,0.000,0.000,27.500,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.AEC.xp-1005 ,MAGA,3700,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.115.329.716,-5.066.249.322,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORATORIO PROFUNDO,TIGHT,31/07/2020
CGC,2021,7,158946,14.586,392.915,12.045,0.000,0.000,27.042,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-84(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.144,-5.077.838,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,158685,80.573,1.300.105,35.403,0.000,0.000,28.562,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC.a-1010,MAGA,1850,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.018.798,-5.061.367,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/07/2020
CGC,2021,7,159918,34.750,503.409,18.972,0.000,0.000,30.625,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-89,MAGA,1555,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.068.126,-5.077.163,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,159235,16.409,103.376,25.396,0.000,0.000,24.333,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC-1013,MAGA,1775,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.114.583,-5.067.008,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,159766,21.108,612.211,19.039,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-90,MAGA,1555,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.577,-5.076.888,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,159758,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECE.x-1(d),MAGA,1708,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.112.671,-5.063.287,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/07/2020
CGC,2021,7,158947,6.853,507.519,21.983,0.000,0.000,29.500,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-85(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.145,-5.077.842,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,160560,33.596,933.635,55.806,0.000,0.000,30.906,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO-6,MAGA,1803,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.118.113,-5.061.946,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,159544,33.123,889.083,26.308,0.000,0.000,30.875,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-86(h),MAGA,2990,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.214,-5.080.322,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,160296,50.994,1.393.397,56.399,0.000,0.000,30.906,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO-5,MAGA,1714,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-711.783,-5.061.084,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,158498,17.829,511.142,15.962,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-79(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.701,-5.077.412,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
CGC,2020,7,160295,63.661,1.330.913,62.445,0.000,0.000,29.719,Surgencia Natural,Extracción Efectiva,Gasífero,2020-08-12 13:44:10.66906,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO-4,MAGA,1727,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.119.484,-5.062.086,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2020
CGC,2021,7,158496,15.136,395.994,12.218,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2021-08-17 11:08:47.553529,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-78(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-70.657,-5.077.408,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/07/2021
