idempresa,Año,mes,idpozo,prod_pet,prod_gas,prod_agua,iny_agua,iny_gas,tef,tipoextraccion,tipoestado,tipopozo,fechaingreso,idusuario,empresa,sigla,formprod,profundidad,formacion,idareapermisoconcesion,areapermisoconcesion,idareayacimiento,areayacimiento,cuenca,provincia,coordenadax,coordenaday,tipo_de_recurso,proyecto,clasificacion,subclasificacion,sub_tipo_recurso,fecha_data
CGC,2018,1,155278,22.239,576.041,15.182,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-49,MAGA,1552,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.396,-5.079.621,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2014,1,145297,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Petrolífero,2014-02-17 14:52:22.668129,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.LB.x-1,LOMO,1700,loma montosa,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-67.567.152,-38.389.465,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2014
CGC,2017,1,145297,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Petrolífero,2017-02-10 10:22:44.157635,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.LB.x-1,LOMO,1700,loma montosa,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-67.567.152,-38.389.465,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2017
CGC,2016,1,72016,29.276,728.788,20.417,0.000,0.000,30.875,Surgencia Natural,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PC.SC.ACI.a-24,MAGA,3125,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.718.333.333.333,-507.698.333.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2016
CGC,2020,1,158380,3.435,381.954,6.192,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI.a-1003,MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.895,-507.419,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2020
CGC,2019,1,134771,3.2,333.21,7.34,0,0,31,Surgencia Natural,Parado Transitoriamente,Gasífero,2019-02-06 11:07:28.955178,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2019
CGC,2018,1,158685,50.126,1.668.841,61.154,0.000,0.000,28.792,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC.a-1010,MAGA,1850,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.018.798,-5.061.367,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2018
CGC,2014,1,135318,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2014-02-17 14:52:22.668129,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2014
CGC,2017,1,131663,27.524,655.091,20.050,0.000,0.000,31.000,Plunger Lift,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-36,MAGA,1518,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.609.999,-5.075.849.999,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2017
CGC,2016,1,135319,0.33,1.481.385,0.798,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2016-02-12 16:58:18.909474,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2016
CGC,2020,1,159916,3.117,423.353,19.355,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1011(d),MAGA,1620,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.579,-5.073.085,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2019,1,131975,3.77,393.01,8.66,0,0,31,Surgencia Natural,Parado Transitoriamente,Gasífero,2019-02-06 11:07:28.955178,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2019
CGC,2018,1,157728,58.558,1.416.039,46.505,0.000,0.000,30.458,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-52(d),MAGA,1611,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.013,-507.862,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2014,1,135319,0,0,0,0,0,0,Surgencia Natural,Extracción Efectiva,Gasífero,2014-02-17 14:52:22.668129,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2014
CGC,2017,1,135318,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2017-02-10 10:22:44.157635,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2017
CGC,2016,1,131663,21.585,696.114,14.215,0.000,0.000,30.875,Plunger Lift,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-36,MAGA,1518,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.609.999,-5.075.849.999,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2016
CGC,2020,1,158280,87.833,1.221.079,126.218,0.000,0.000,30.750,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-51(h),MAGA,2440,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.485,-5.078.639,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2019,1,135318,0,0,0,0,0,0,Sin Sistema de Extracción,Parado Transitoriamente,Gasífero,2019-02-06 11:07:28.955178,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2019
CGC,2018,1,158382,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.MS.x-2,MAGA,1750,magallanes,PPT,PUESTO PETER,MSS1,Morena Sur,AUSTRAL,Santa Cruz,-7.079.401,-5.086.877,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2018
CGC,2014,1,134771,0,0,0,0,0,0,Surgencia Natural,Extracción Efectiva,Gasífero,2014-02-17 14:52:22.668129,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2014
CGC,2017,1,73672,18.763,449.544,13.779,0.000,0.000,31.000,Plunger Lift,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-28,MAGA,1650,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.605.277.777.778,-508.011.666.666.667,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2017
CGC,2016,1,130232,31.880,788.037,22.229,0.000,0.000,31.000,Plunger Lift,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-34 ,MAGA,1521,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.699.999,-5.078.579.999,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2016
CGC,2020,1,159764,25.681,1.556.122,50.884,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1010(h),MAGA,2830,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.582,-5.073.092,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2019,1,145297,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Petrolífero,2019-02-06 11:07:28.955178,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.LB.x-1,LOMO,1700,loma montosa,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-67.567.152,-38.389.465,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2019
CGC,2018,1,158692,6.326,490.444,67.663,0.000,0.000,30.167,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-57(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.631,-5.076.115,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2014,1,131975,0,0,0,0,0,0,Surgencia Natural,Extracción Efectiva,Gasífero,2014-02-17 14:52:22.668129,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2014
CGC,2017,1,130232,26.970,645.442,19.650,0.000,0.000,31.000,Plunger Lift,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-34 ,MAGA,1521,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.699.999,-5.078.579.999,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2017
CGC,2016,1,73672,19.296,479.438,13.484,0.000,0.000,31.000,Plunger Lift,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACI-28,MAGA,1650,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.605.277.777.778,-508.011.666.666.667,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2016
CGC,2020,1,161439,92.580,1.802.000,182.417,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-101,MAGA,1415,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.957,-5.077.359,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2019,1,135319,1.23,128.16,2.82,0,0,31,Surgencia Natural,Parado Transitoriamente,Gasífero,2019-02-06 11:07:28.955178,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2019
CGC,2018,1,129725,11.664,305.203,7.979,0.000,0.000,30.500,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1002,MAGA,1573,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.412.023,-5.075.597.338,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2018
CGC,2013,1,134771,1,527.1,2.1,0,0,28,Surgencia Natural,Extracción Efectiva,Gasífero,2013-02-21 16:31:56.967599,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2013
CGC,2017,1,72016,37.106,889.067,26.868,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PC.SC.ACI.a-24,MAGA,3125,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.718.333.333.333,-507.698.333.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2017
CGC,2016,1,134771,0.858,3.851.601,20.748,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2016-02-12 16:57:43.745425,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2016
CGC,2020,1,161534,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,Otras Situación Inactivo,Gasífero,2020-02-14 17:01:51.08715,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO.x-3,MAGA,1853,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.123.559,-5.057.769,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2020
CGC,2011,1,134771,0,0,0,0,0,0,,,,2011-02-18 22:50:18.857414,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2011
CGC,2018,1,158001,11.791,893.743,50.210,0.000,0.000,28.958,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC-1012,MAGA,1878,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.113.608,-5.066.512,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2018
CGC,2013,1,131975,1,625.9,2.1,0,0,28,Surgencia Natural,Extracción Efectiva,Gasífero,2013-02-21 16:31:08.87516,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2013
CGC,2017,1,145002,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,Otras Situación Inactivo,Petrolífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SCA.EaC.a-2,SPRI,3400,springhill,PPT,PUESTO PETER,ESTC,ESTANCIA CAMPOS,AUSTRAL,Santa Cruz,-7.083.313.302,-5.085.118.532,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,,31/01/2017
CGC,2016,1,11191,20.549,511.219,14.439,0.000,0.000,31.000,Plunger Lift,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.ACI-21,MAGA,3186,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.132.707,-5.080.490.273,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2016
CGC,2020,1,161495,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2020-02-14 17:01:51.08715,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1017,MAGA,1552,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.074.465,-5.072.373,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2011,1,135319,0,0,0,0,0,0,,,,2011-02-18 22:50:18.857414,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2011
CGC,2018,1,73804,8.904,1.186.074,8.444,0.000,0.000,28.708,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.AEC.x-1,MAGA,3655,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-711.393.333.333.333,-506.528.055.555.556,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2018
CGC,2013,1,135318,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2013-02-21 16:41:54.213322,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2013
CGC,2017,1,136233,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACD.a-2,PAIK,3669,palermo aike,CIEC,CAMPO INDIO ESTE - EL CERRITO ,DEU,CAÑADON DEUS,AUSTRAL,Santa Cruz,-711.581.111.111.111,-505.355.833.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,,31/01/2017
CGC,2016,1,136233,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACD.a-2,PAIK,3669,palermo aike,CIEC,CAMPO INDIO ESTE - EL CERRITO ,DEU,CAÑADON DEUS,AUSTRAL,Santa Cruz,-711.581.111.111.111,-505.355.833.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,,31/01/2016
CGC,2020,1,161336,51.434,1.532.580,54.509,0.000,0.000,30.073,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-100,MAGA,1426,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.808,-5.078.497,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2011,1,135318,0,0,0,0,0,0,,,,2011-02-18 22:50:18.857414,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2011
CGC,2018,1,135216,4.976,599.488,67.790,0.000,0.000,29.000,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.AEC.xp-1005 ,MAGA,3700,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.115.329.716,-5.066.249.322,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORATORIO PROFUNDO,TIGHT,31/01/2018
CGC,2012,1,134771,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2012-02-08 15:55:14.191142,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2012
CGC,2017,1,11191,13.234,315.940,9.710,0.000,0.000,31.000,Plunger Lift,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.ACI-21,MAGA,3186,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.132.707,-5.080.490.273,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,31/01/2017
CGC,2016,1,155278,35.914,897.432,25.272,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-49,MAGA,1552,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.396,-5.079.621,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2016
CGC,2020,1,159236,128.546,3.062.330,42.406,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1008(d),MAGA,1602,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.077,-5.073.948,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2011,1,131975,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2011-02-18 22:50:18.857414,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2011
CGC,2018,1,136233,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACD.a-2,PAIK,3669,palermo aike,CIEC,CAMPO INDIO ESTE - EL CERRITO ,DEU,CAÑADON DEUS,AUSTRAL,Santa Cruz,-711.581.111.111.111,-505.355.833.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,,31/01/2018
